school_year,county_code,county_name,district_code,district_name,absentee_students,total_students,district_size,chronically_absent_rate,pct_diff,pct_enroll_diff
2016-2017,01,Adams,0010,Mapleton 1,2296,8380,Medium,0.274,NA,NA
2016-2017,01,Adams,0020,Adams 12 Five Star Schools,8551,37688,Large,0.227,NA,NA
2016-2017,01,Adams,0030,Adams County 14,2535,6876,Medium,0.369,NA,NA
2016-2017,01,Adams,0040,School District 27j,5822,16578,Large,0.351,NA,NA
2016-2017,01,Adams,0050,Bennett 29j,8,1029,Intermediate,0.008,NA,NA
2016-2017,01,Adams,0060,Strasburg 31j,140,937,Intermediate,0.149,NA,NA
2016-2017,01,Adams,0070,Westminster Public Schools,3949,9048,Medium,0.436,NA,NA
2016-2017,02,Alamosa,0100,Alamosa Re-11j,408,2339,Intermediate,0.174,NA,NA
2016-2017,02,Alamosa,0110,Sangre De Cristo Re-22j,74,281,Small,0.263,NA,NA
2016-2017,03,Arapahoe,0120,Englewood 1,1113,2554,Intermediate,0.436,NA,NA
2016-2017,03,Arapahoe,0123,Sheridan 2,7,1355,Intermediate,0.005,NA,NA
2016-2017,03,Arapahoe,0130,Cherry Creek 5,9907,53087,Large,0.187,NA,NA
2016-2017,03,Arapahoe,0140,Littleton 6,1581,14859,Medium,0.106,NA,NA
2016-2017,03,Arapahoe,0170,Deer Trail 26j,0,172,Small,0,NA,NA
2016-2017,03,Arapahoe,0180,Adams-Arapahoe 28j,1192,39881,Large,0.03,NA,NA
2016-2017,03,Arapahoe,0190,Byers 32j,1601,2980,Intermediate,0.537,NA,NA
2016-2017,04,Archuleta,0220,Archuleta County 50 Jt,5,1568,Intermediate,0.003,NA,NA
2016-2017,05,Baca,0230,Walsh Re-1,18,134,Small,0.134,NA,NA
2016-2017,05,Baca,0240,Pritchett Re-3,3,38,Micro,0.079,NA,NA
2016-2017,05,Baca,0250,Springfield Re-4,50,276,Small,0.181,NA,NA
2016-2017,05,Baca,0260,Vilas Re-5,1,39,Micro,0.026,NA,NA
2016-2017,05,Baca,0270,Campo Re-6,6,32,Micro,0.188,NA,NA
2016-2017,06,Bent,0290,Las Animas Re-1,255,1147,Intermediate,0.222,NA,NA
2016-2017,06,Bent,0310,McClave Re-2,0,242,Small,0,NA,NA
2016-2017,07,Boulder,0470,St Vrain Valley Re-1j,5085,30761,Large,0.165,NA,NA
2016-2017,07,Boulder,0480,Boulder Valley Re 2,4296,30271,Large,0.142,NA,NA
2016-2017,08,Chaffee,0490,Buena Vista R-31,3,910,Intermediate,0.003,NA,NA
2016-2017,08,Chaffee,0500,Salida R-32,181,1168,Intermediate,0.155,NA,NA
2016-2017,09,Cheyenne,0510,Kit Carson R-1,1,114,Small,0.009,NA,NA
2016-2017,09,Cheyenne,0520,Cheyenne County Re-5,0,170,Small,0,NA,NA
2016-2017,10,Clear Creek,0540,Clear Creek Re-1,7,785,Intermediate,0.009,NA,NA
2016-2017,11,Conejos,0550,North Conejos Re-1j,1,963,Intermediate,0.001,NA,NA
2016-2017,11,Conejos,0560,Sanford 6j,79,369,Small,0.214,NA,NA
2016-2017,11,Conejos,0580,South Conejos Re-10,49,212,Small,0.231,NA,NA
2016-2017,12,Costilla,0640,Centennial R-1,55,199,Small,0.276,NA,NA
2016-2017,12,Costilla,0740,Sierra Grande R-30,49,263,Small,0.186,NA,NA
2016-2017,13,Crowley,0770,Crowley County Re-1-J,71,437,Small,0.162,NA,NA
2016-2017,14,Custer,0860,Custer County School District C-1,67,347,Small,0.193,NA,NA
2016-2017,15,Delta,0870,Delta County 50(J),1112,4713,Medium,0.236,NA,NA
2016-2017,16,Denver,0880,Denver County 1,30483,86139,Large,0.354,NA,NA
2016-2017,17,Dolores,0890,Dolores County Re No.2,65,246,Small,0.264,NA,NA
2016-2017,18,Douglas,0900,Douglas County Re 1,318,65628,Large,0.005,NA,NA
2016-2017,19,Eagle,0910,Eagle County Re 50,1405,6628,Medium,0.212,NA,NA
2016-2017,20,Elbert,0920,Elizabeth School District,9,2399,Intermediate,0.004,NA,NA
2016-2017,20,Elbert,0930,Kiowa C-2,45,257,Small,0.175,NA,NA
2016-2017,20,Elbert,0940,Big Sandy 100j,0,280,Small,0,NA,NA
2016-2017,20,Elbert,0950,Elbert 200,46,200,Small,0.23,NA,NA
2016-2017,20,Elbert,0960,Agate 300,0,5,Micro,0,NA,NA
2016-2017,21,El Paso,0970,Calhan Rj-1,0,424,Small,0,NA,NA
2016-2017,21,El Paso,0980,Harrison 2,3095,11746,Medium,0.263,NA,NA
2016-2017,21,El Paso,0990,Widefield 3,2261,9181,Medium,0.246,NA,NA
2016-2017,21,El Paso,1000,Fountain 8,78,7826,Medium,0.01,NA,NA
2016-2017,21,El Paso,1010,Colorado Springs 11,9661,27245,Large,0.355,NA,NA
2016-2017,21,El Paso,1020,Cheyenne Mountain 12,995,5077,Medium,0.196,NA,NA
2016-2017,21,El Paso,1030,Manitou Springs 14,217,1446,Intermediate,0.15,NA,NA
2016-2017,21,El Paso,1040,Academy 20,2644,25218,Large,0.105,NA,NA
2016-2017,21,El Paso,1050,Ellicott 22,0,957,Intermediate,0,NA,NA
2016-2017,21,El Paso,1060,Peyton 23 Jt,6,632,Small,0.009,NA,NA
2016-2017,21,El Paso,1070,Hanover 28,72,249,Small,0.289,NA,NA
2016-2017,21,El Paso,1080,Lewis-Palmer 38,534,6324,Medium,0.084,NA,NA
2016-2017,21,El Paso,1110,District 49,3611,20505,Large,0.176,NA,NA
2016-2017,21,El Paso,1120,Edison 54 Jt,0,222,Small,0,NA,NA
2016-2017,21,El Paso,1130,Miami/Yoder 60 Jt,1,275,Small,0.004,NA,NA
2016-2017,22,Fremont,1140,Canon City Re-1,26,3626,Medium,0.007,NA,NA
2016-2017,22,Fremont,1150,Fremont Re-2,0,1318,Intermediate,0,NA,NA
2016-2017,22,Fremont,1160,Cotopaxi Re-3,31,187,Small,0.166,NA,NA
2016-2017,23,Garfield,1180,Roaring Fork Re-1,1507,5410,Medium,0.279,NA,NA
2016-2017,23,Garfield,1195,Garfield Re-2,1242,4734,Medium,0.262,NA,NA
2016-2017,23,Garfield,1220,Garfield 16,8,1092,Intermediate,0.007,NA,NA
2016-2017,24,Gilpin,1330,Gilpin County Re-1,4,402,Small,0.01,NA,NA
2016-2017,25,Grand,1340,West Grand 1-Jt,71,423,Small,0.168,NA,NA
2016-2017,25,Grand,1350,East Grand 2,76,1188,Intermediate,0.064,NA,NA
2016-2017,26,Gunnison,1360,Gunnison Watershed Re1j,396,1975,Intermediate,0.201,NA,NA
2016-2017,27,Hinsdale,1380,Hinsdale County Re 1,40,96,Micro,0.417,NA,NA
2016-2017,28,Huerfano,1390,Huerfano Re-1,244,526,Small,0.464,NA,NA
2016-2017,28,Huerfano,1400,La Veta Re-2,47,214,Small,0.22,NA,NA
2016-2017,29,Jackson,1410,North Park R-1,39,170,Small,0.229,NA,NA
2016-2017,30,Jefferson,1420,Jefferson County R-1,19901,83422,Large,0.239,NA,NA
2016-2017,31,Kiowa,1430,Eads Re-1,13,176,Small,0.074,NA,NA
2016-2017,31,Kiowa,1440,Plainview Re-2,5,58,Micro,0.086,NA,NA
2016-2017,32,Kit Carson,1450,Arriba-Flagler C-20,28,173,Small,0.162,NA,NA
2016-2017,32,Kit Carson,1460,Hi-Plains R-23,0,90,Micro,0,NA,NA
2016-2017,32,Kit Carson,1480,Stratton R-4,20,190,Small,0.105,NA,NA
2016-2017,32,Kit Carson,1490,Bethune R-5,27,104,Small,0.26,NA,NA
2016-2017,32,Kit Carson,1500,Burlington Re-6j,1,716,Small,0.001,NA,NA
2016-2017,33,Lake,1510,Lake County R-1,178,931,Intermediate,0.191,NA,NA
2016-2017,34,La Plata,1520,Durango 9-R,290,4895,Medium,0.059,NA,NA
2016-2017,34,La Plata,1530,Bayfield 10 Jt-R,149,1340,Intermediate,0.111,NA,NA
2016-2017,34,La Plata,1540,Ignacio 11 Jt,1,869,Intermediate,0.001,NA,NA
2016-2017,35,Larimer,1550,Poudre R-1,5636,28832,Large,0.195,NA,NA
2016-2017,35,Larimer,1560,Thompson R2-J,3939,15708,Large,0.251,NA,NA
2016-2017,35,Larimer,1570,Estes Park R-3,291,1114,Intermediate,0.261,NA,NA
2016-2017,36,Las Animas,1580,Trinidad 1,241,1040,Intermediate,0.232,NA,NA
2016-2017,36,Las Animas,1590,Primero Reorganized 2,9,183,Small,0.049,NA,NA
2016-2017,36,Las Animas,1600,Hoehne Reorganized 3,2,354,Small,0.006,NA,NA
2016-2017,36,Las Animas,1620,Aguilar Reorganized 6,0,111,Small,0,NA,NA
2016-2017,36,Las Animas,1750,Branson Reorganized 82,1,470,Small,0.002,NA,NA
